0.	-35.59765874764903
0.03	-45.707091985393404
0.06	-48.49101950765654
0.09	-50.223492961913095
0.12	-51.468559761640556
0.15	-52.429448975969066
0.18	-53.21510620980257
0.21	-53.881178940081575
0.24	-54.45756180529564
0.27	-54.965456134206036
0.3	-55.41954915049863
0.33	-55.829777016112544
0.36	-56.20375029772389
0.39	-56.54725808351951
0.42	-56.86472221964294
0.45	-57.15970728475823
0.48	-57.4350732360164
0.51	-57.69315261173471
0.54	-57.93588971587499
0.57	-58.16490681363839
0.6	-58.38157844110843
0.63	-58.587079097551474
0.66	-58.78241770830935
0.69	-58.96846979807762
0.72	-59.14599868416762
0.75	-59.31567415774782
0.78	-59.478087520195146
0.81	-59.633762891821874
0.84	-59.7831671379269
0.87	-59.92671795924647
0.9	-60.06479085245634
0.93	-60.19772404878667
0.96	-60.3258233029439
0.99	-60.449366836257745
1.02	-60.56860709906672
1.05	-60.683774998882924
1.08	-60.79508202829647
1.11	-60.90272156681374
1.14	-61.00687262445068
1.17	-61.10769881838172
1.2	-61.20535290878856
1.23	-61.29997460953578
1.26	-61.391695259749966
1.29	-61.48063522628803
1.32	-61.56690797818107
1.35	-61.650618404763485
1.38	-61.73186456914203
1.41	-61.81073907444592
1.44	-61.88732686400405
1.47	-61.96170981045669
1.5	-62.03396309457602
1.53	-62.104157759833775
1.56	-62.172362011853366
1.59	-62.23863798865785
1.62	-62.30304576401604
1.65	-62.36564260055128
1.68	-62.42648068905878
1.71	-62.48561091984903
1.74	-62.543082149863345
1.77	-62.598938779358704
1.8	-62.65322381175416
1.83	-62.70597948185575
1.86	-62.757244398009306
1.89	-62.80705480503337
1.92	-62.85544696954623
1.95	-62.90245542328124
1.98	-62.94811151943329
2.01	-62.99244559561628
2.04	-63.03548815396525
2.07	-63.07726795030479
2.1	-63.11781113804605
2.13	-63.15714310301874
2.16	-63.19528954625861
2.19	-63.2322751173968
2.22	-63.268122241094495
2.25	-63.302852130569
2.28	-63.33648625669863
2.31	-63.36904605186514
2.34	-63.400551538304555
2.37	-63.4310210185702
2.4	-63.46047219707438
2.43	-63.48892313418608
2.46	-63.516391866639445
2.49	-63.54289535145262
2.52	-63.56844912231119
2.55	-63.59306802358156
2.58	-63.61676710525353
2.61	-63.63956170376929
2.64	-63.66146673731763
2.67	-63.68249605444853
2.7	-63.70266250385992
2.73	-63.72197859866135
2.76	-63.740457105957454
2.79	-63.75811105174762
2.82	-63.774953216102645
2.85	-63.79099561941901
2.88	-63.80624944012612
2.91	-63.820725396243
2.94	-63.8344342543143
2.97	-63.84738707652755
3.	-63.85959506187493
3.03	-63.8710691473822
3.06	-63.88181967975789
3.09	-63.891856378090004
3.12	-63.90118858728145
3.15	-63.90982563655192
3.18	-63.91777707688445
3.21	-63.925052673818314
3.24	-63.93166219081578
3.27	-63.937615112269626
3.3	-63.94292046866482
3.33	-63.947586850204125
3.36	-63.951622585526955
3.39	-63.95503598128077
3.42	-63.957835501572895
3.45	-63.96002981061124
3.48	-63.96162767544474
3.51	-63.962637789582914
3.54	-63.963068605401816
3.57	-63.96292824814988
3.6	-63.962224540794644
3.63	-63.96096511987046
3.66	-63.959157588683254
3.69	-63.95680964640753
3.72	-63.95392914831375
3.75	-63.950524083204186
3.78	-63.94660248545215
3.81	-63.94217231967609
3.84	-63.93724138063159
3.87	-63.93181724055982
3.9	-63.92590725687348
3.93	-63.91951863237726
3.96	-63.91265850496368
3.99	-63.9053340375858
4.02	-63.89755248274513
4.05	-63.88932120602759
4.08	-63.88064766649934
4.11	-63.87153936373607
4.14	-63.8620037689395
4.17	-63.85204825964237
4.2	-63.84168007426333
4.23	-63.83090629593511
4.26	-63.81973386681513
4.29	-63.80816962673463
4.32	-63.796220365114635
4.35	-63.783892873340406
4.38	-63.77119398614688
4.41	-63.75813060422605
4.44	-63.74470969509521
4.47	-63.730938274068336
4.5	-63.71682337094342
4.53	-63.70237199020881
4.56	-63.68759107290618
4.59	-63.672487467081964
4.62	-63.65706791138023
4.65	-63.64133903346012
4.68	-63.6253073621137
4.71	-63.608979349709294
4.74	-63.592361400221726
4.77	-63.575459897686244
4.8	-63.55828123041018
4.83	-63.540831807449806
4.86	-63.52311806543228
4.89	-63.50514646547266
4.92	-63.486923481430104
4.95	-63.46845558188225
4.98	-63.4497492088292
5.01	-63.4308107562875
5.04	-63.4116465515985
5.07	-63.392262841637944
5.1	-63.372665785219404
5.13	-63.35286145206528
5.16	-63.33285582784454
5.19	-63.31265482408847
5.22	-63.2922642913087
5.25	-63.27169003345383
5.28	-63.25093782186444
5.31	-63.230013407134926
5.34	-63.20892252769007
5.37	-63.18767091436446
5.4	-63.16626429077811
5.43	-63.14470836977578
5.46	-63.12300884656394
5.49	-63.101171389479106
5.52	-63.07920162944325
5.55	-63.057105149208226
5.58	-63.03488747338748
5.61	-63.012554060118084
5.64	-62.9901102949556
5.67	-62.96756148734612
5.7	-62.94491286975642
5.73	-62.922169599308255
5.76	-62.89933676155706
5.79	-62.876419375913734
5.82	-62.85342240212294
5.85	-62.830350747173384
5.88	-62.80720927205564
5.91	-62.78400279783578
5.94	-62.76073611062958
5.97	-62.73741396518513
6.	-62.71404108690379
6.03	-62.6906221722745
6.06	-62.66716188780834
6.09	-62.64366486765768
6.12	-62.62013571019004
6.15	-62.59657897382037
6.18	-62.572999172445584
6.21	-62.54940077080553
6.24	-62.525788180086444
6.27	-62.50216575402709
6.3	-62.47853778574016
6.33	-62.45490850540182
6.36	-62.43128207888789
6.39	-62.407662607381
6.42	-62.38405412791157
6.45	-62.36046061474116
6.48	-62.33688598146532
6.51	-62.31333408367966
6.54	-62.28980872202928
6.57	-62.26631364547765
6.6	-62.24285255460668
6.63	-62.21942910479729
6.66	-62.196046909150304
6.69	-62.17270954102951
6.72	-62.1494205361466
6.75	-62.12618339413467
6.78	-62.10300157958028
6.81	-62.079878522525014
